sample_id,mlcq_type,smell,ground_truth,original_verdict,sonar_detected,result,total_sonar_detections_for_pair,ground_truth_row
4726345,class,blob,0,nao_tem_smell,0,TN,0,1822
4726345,class,data-class,0,nao_tem_smell,0,TN,0,1823
4727936,class,blob,1,tem_smell,0,FN,0,1824
4727936,class,data-class,0,nao_tem_smell,0,TN,0,1825
4728322,class,blob,0,nao_tem_smell,0,TN,0,1826
4728322,class,data-class,0,nao_tem_smell,0,TN,0,1827
4730489,class,blob,0,nao_tem_smell,0,TN,0,1828
4730489,class,data-class,0,nao_tem_smell,0,TN,0,1829
4731830,class,blob,0,nao_tem_smell,0,TN,0,1830
4731830,class,data-class,0,nao_tem_smell,0,TN,0,1831
4734250,function,feature-envy,0,nao_tem_smell,0,TN,0,1832
4734250,function,long-method,0,nao_tem_smell,0,TN,0,1833
4734605,function,feature-envy,1,tem_smell,0,FN,0,1834
4734605,function,long-method,1,tem_smell,0,FN,0,1835
4734680,class,blob,0,nao_tem_smell,0,TN,0,1836
4734680,class,data-class,0,nao_tem_smell,0,TN,0,1837
4735672,function,feature-envy,0,nao_tem_smell,0,TN,0,1838
4735672,function,long-method,0,nao_tem_smell,0,TN,0,1839
4736526,class,blob,0,nao_tem_smell,0,TN,0,1840
4736526,class,data-class,0,nao_tem_smell,0,TN,0,1841
4737119,function,feature-envy,0,nao_tem_smell,0,TN,0,1842
4737119,function,long-method,0,nao_tem_smell,0,TN,0,1843
4737230,function,feature-envy,0,nao_tem_smell,0,TN,0,1844
4737230,function,long-method,0,nao_tem_smell,0,TN,0,1845
4737348,function,feature-envy,0,nao_tem_smell,0,TN,0,1846
4737348,function,long-method,0,nao_tem_smell,0,TN,0,1847
4737430,class,blob,1,tem_smell,0,FN,0,1848
4737430,class,data-class,0,nao_tem_smell,0,TN,0,1849
4739090,function,feature-envy,0,nao_tem_smell,0,TN,0,1850
4739090,function,long-method,0,nao_tem_smell,0,TN,0,1851
4743999,function,feature-envy,0,nao_tem_smell,0,TN,0,1852
4743999,function,long-method,0,nao_tem_smell,0,TN,0,1853
4745033,function,feature-envy,0,nao_tem_smell,0,TN,0,1854
4745033,function,long-method,0,nao_tem_smell,0,TN,0,1855
4745312,class,blob,1,tem_smell,0,FN,0,1856
4745312,class,data-class,0,nao_tem_smell,0,TN,0,1857
4745800,function,feature-envy,0,nao_tem_smell,0,TN,0,1858
4745800,function,long-method,0,nao_tem_smell,0,TN,0,1859
4747471,class,blob,0,nao_tem_smell,0,TN,0,1860
4747471,class,data-class,0,nao_tem_smell,0,TN,0,1861
4747481,class,blob,0,nao_tem_smell,0,TN,0,1862
4747481,class,data-class,0,nao_tem_smell,0,TN,0,1863
4747524,class,blob,0,nao_tem_smell,0,TN,0,1864
4747524,class,data-class,0,nao_tem_smell,0,TN,0,1865
4750918,class,blob,0,nao_tem_smell,0,TN,0,1866
4750918,class,data-class,0,nao_tem_smell,0,TN,0,1867
4752038,class,data-class,0,nao_tem_smell,1,FP,4,1869
4753103,function,feature-envy,0,nao_tem_smell,0,TN,0,1870
4753103,function,long-method,0,nao_tem_smell,0,TN,0,1871
4755469,function,feature-envy,0,nao_tem_smell,0,TN,0,1872
4755469,function,long-method,0,nao_tem_smell,0,TN,0,1873
4756088,function,feature-envy,0,nao_tem_smell,1,FP,1,1874
4756088,function,long-method,0,nao_tem_smell,0,TN,0,1875
4757087,class,blob,0,nao_tem_smell,0,TN,0,1876
4757087,class,data-class,0,nao_tem_smell,0,TN,0,1877
4757534,class,blob,0,nao_tem_smell,0,TN,0,1878
4757534,class,data-class,0,nao_tem_smell,0,TN,0,1879
4758737,function,feature-envy,0,nao_tem_smell,0,TN,0,1880
4758737,function,long-method,0,nao_tem_smell,0,TN,0,1881
4762838,class,blob,0,nao_tem_smell,0,TN,0,1882
4762838,class,data-class,0,nao_tem_smell,0,TN,0,1883
4764437,class,blob,0,nao_tem_smell,0,TN,0,1884
4764437,class,data-class,0,nao_tem_smell,0,TN,0,1885
4767234,function,feature-envy,0,nao_tem_smell,0,TN,0,1886
4767234,function,long-method,0,nao_tem_smell,0,TN,0,1887
4768247,class,blob,0,nao_tem_smell,0,TN,0,1888
4768247,class,data-class,0,nao_tem_smell,0,TN,0,1889
4771698,class,blob,0,nao_tem_smell,0,TN,0,1890
4771698,class,data-class,0,nao_tem_smell,0,TN,0,1891
4772031,function,feature-envy,0,nao_tem_smell,0,TN,0,1892
4772031,function,long-method,0,nao_tem_smell,0,TN,0,1893
4773397,function,feature-envy,0,nao_tem_smell,0,TN,0,1894
4773397,function,long-method,0,nao_tem_smell,0,TN,0,1895
4774610,class,blob,0,nao_tem_smell,0,TN,0,1896
4774610,class,data-class,0,nao_tem_smell,0,TN,0,1897
4778425,function,feature-envy,0,nao_tem_smell,0,TN,0,1898
4778425,function,long-method,0,nao_tem_smell,0,TN,0,1899
4780381,class,blob,0,nao_tem_smell,0,TN,0,1900
4780381,class,data-class,0,nao_tem_smell,0,TN,0,1901
4780738,class,blob,0,nao_tem_smell,1,FP,1,1902
4780738,class,data-class,0,nao_tem_smell,0,TN,0,1903
4782948,function,long-method,1,tem_smell,0,FN,0,1905
4783162,function,feature-envy,0,nao_tem_smell,0,TN,0,1906
4783162,function,long-method,0,nao_tem_smell,0,TN,0,1907
4783602,class,blob,0,nao_tem_smell,0,TN,0,1908
4783602,class,data-class,0,nao_tem_smell,0,TN,0,1909
4784081,function,feature-envy,1,tem_smell,0,FN,0,1910
4784081,function,long-method,0,nao_tem_smell,0,TN,0,1911
4786049,function,feature-envy,0,nao_tem_smell,0,TN,0,1912
4786049,function,long-method,0,nao_tem_smell,0,TN,0,1913
4788662,function,feature-envy,0,nao_tem_smell,0,TN,0,1914
4788662,function,long-method,1,tem_smell,0,FN,0,1915
4790338,function,feature-envy,0,nao_tem_smell,0,TN,0,1916
4790338,function,long-method,0,nao_tem_smell,0,TN,0,1917
4792710,class,blob,0,nao_tem_smell,0,TN,0,1918
4792710,class,data-class,0,nao_tem_smell,0,TN,0,1919
4794099,class,blob,0,nao_tem_smell,0,TN,0,1920
4794099,class,data-class,0,nao_tem_smell,0,TN,0,1921
4794391,class,blob,0,nao_tem_smell,0,TN,0,1922
4794391,class,data-class,0,nao_tem_smell,0,TN,0,1923
4794476,class,blob,0,nao_tem_smell,0,TN,0,1924
4794476,class,data-class,0,nao_tem_smell,0,TN,0,1925
4794965,function,feature-envy,0,nao_tem_smell,1,FP,1,1926
4794965,function,long-method,1,tem_smell,0,FN,0,1927
4797136,class,blob,0,nao_tem_smell,0,TN,0,1928
4797136,class,data-class,0,nao_tem_smell,0,TN,0,1929
4798652,function,feature-envy,0,nao_tem_smell,0,TN,0,1930
4798652,function,long-method,0,nao_tem_smell,0,TN,0,1931
4800822,class,blob,0,nao_tem_smell,0,TN,0,1932
4800822,class,data-class,0,nao_tem_smell,0,TN,0,1933
4801607,class,blob,0,nao_tem_smell,0,TN,0,1934
4801607,class,data-class,1,tem_smell,0,FN,0,1935
4801902,class,blob,0,nao_tem_smell,0,TN,0,1936
4801902,class,data-class,0,nao_tem_smell,0,TN,0,1937
4804222,class,blob,1,tem_smell,0,FN,0,1938
4804222,class,data-class,0,nao_tem_smell,0,TN,0,1939
4806304,function,feature-envy,0,nao_tem_smell,0,TN,0,1940
4806304,function,long-method,0,nao_tem_smell,0,TN,0,1941
4808674,class,blob,0,nao_tem_smell,0,TN,0,1942
4808674,class,data-class,0,nao_tem_smell,0,TN,0,1943
4809381,function,feature-envy,0,nao_tem_smell,0,TN,0,1944
4809381,function,long-method,1,tem_smell,0,FN,0,1945
4814956,class,blob,0,nao_tem_smell,0,TN,0,1946
4814956,class,data-class,1,tem_smell,0,FN,0,1947
4815345,class,blob,1,tem_smell,1,TP,1,1948
4815345,class,data-class,0,nao_tem_smell,0,TN,0,1949
4816540,class,blob,0,nao_tem_smell,0,TN,0,1950
4816540,class,data-class,0,nao_tem_smell,0,TN,0,1951
4816749,function,feature-envy,0,nao_tem_smell,0,TN,0,1952
4816749,function,long-method,0,nao_tem_smell,0,TN,0,1953
4817472,function,feature-envy,0,nao_tem_smell,0,TN,0,1954
4817472,function,long-method,0,nao_tem_smell,0,TN,0,1955
4817934,class,blob,0,nao_tem_smell,0,TN,0,1956
4817934,class,data-class,0,nao_tem_smell,0,TN,0,1957
4821096,function,feature-envy,0,nao_tem_smell,0,TN,0,1958
4821096,function,long-method,0,nao_tem_smell,0,TN,0,1959
4823396,class,blob,0,nao_tem_smell,0,TN,0,1960
4823396,class,data-class,0,nao_tem_smell,0,TN,0,1961
4826023,function,feature-envy,0,nao_tem_smell,0,TN,0,1962
4826023,function,long-method,0,nao_tem_smell,0,TN,0,1963
4827311,class,blob,0,nao_tem_smell,0,TN,0,1964
4827311,class,data-class,0,nao_tem_smell,0,TN,0,1965
4827314,class,blob,0,nao_tem_smell,0,TN,0,1966
4827314,class,data-class,0,nao_tem_smell,0,TN,0,1967
4827886,class,blob,0,nao_tem_smell,0,TN,0,1968
4827886,class,data-class,0,nao_tem_smell,0,TN,0,1969
4828331,class,blob,0,nao_tem_smell,0,TN,0,1970
4828331,class,data-class,0,nao_tem_smell,0,TN,0,1971
4829954,class,blob,0,nao_tem_smell,0,TN,0,1972
4829954,class,data-class,0,nao_tem_smell,0,TN,0,1973
4830091,function,long-method,0,nao_tem_smell,0,TN,0,1975
4832018,function,feature-envy,0,nao_tem_smell,0,TN,0,1976
4832018,function,long-method,0,nao_tem_smell,0,TN,0,1977
4834610,class,blob,0,nao_tem_smell,0,TN,0,1978
4834610,class,data-class,0,nao_tem_smell,0,TN,0,1979
4837876,function,feature-envy,0,nao_tem_smell,0,TN,0,1980
4837876,function,long-method,0,nao_tem_smell,0,TN,0,1981
4838704,class,blob,0,nao_tem_smell,0,TN,0,1982
4838704,class,data-class,0,nao_tem_smell,0,TN,0,1983
4839287,class,blob,0,nao_tem_smell,0,TN,0,1984
4839287,class,data-class,0,nao_tem_smell,0,TN,0,1985
4841390,class,blob,0,nao_tem_smell,0,TN,0,1986
4841390,class,data-class,0,nao_tem_smell,0,TN,0,1987
4842851,class,blob,0,nao_tem_smell,0,TN,0,1988
4842851,class,data-class,0,nao_tem_smell,0,TN,0,1989
4843205,function,feature-envy,0,nao_tem_smell,0,TN,0,1990
4843205,function,long-method,0,nao_tem_smell,0,TN,0,1991
4844449,class,blob,0,nao_tem_smell,0,TN,0,1992
4844449,class,data-class,0,nao_tem_smell,0,TN,0,1993
4846258,class,blob,0,nao_tem_smell,0,TN,0,1994
4846258,class,data-class,0,nao_tem_smell,1,FP,1,1995
4847006,function,feature-envy,0,nao_tem_smell,0,TN,0,1996
4847006,function,long-method,0,nao_tem_smell,0,TN,0,1997
4847579,class,blob,0,nao_tem_smell,0,TN,0,1998
4847579,class,data-class,0,nao_tem_smell,0,TN,0,1999
4848736,class,blob,0,nao_tem_smell,0,TN,0,2000
4848736,class,data-class,0,nao_tem_smell,0,TN,0,2001
4849361,function,feature-envy,0,nao_tem_smell,0,TN,0,2002
4849361,function,long-method,0,nao_tem_smell,0,TN,0,2003
4849963,class,blob,0,nao_tem_smell,0,TN,0,2004
4849963,class,data-class,0,nao_tem_smell,0,TN,0,2005
4850810,function,feature-envy,0,nao_tem_smell,0,TN,0,2006
4850810,function,long-method,0,nao_tem_smell,0,TN,0,2007
4852058,function,feature-envy,0,nao_tem_smell,0,TN,0,2008
4852058,function,long-method,0,nao_tem_smell,0,TN,0,2009
4853285,class,blob,0,nao_tem_smell,0,TN,0,2010
4853285,class,data-class,0,nao_tem_smell,0,TN,0,2011
4856596,function,feature-envy,0,nao_tem_smell,0,TN,0,2012
4856596,function,long-method,0,nao_tem_smell,0,TN,0,2013
4857404,class,blob,0,nao_tem_smell,0,TN,0,2014
4857404,class,data-class,1,tem_smell,0,FN,0,2015
4858143,class,blob,0,nao_tem_smell,0,TN,0,2016
4858143,class,data-class,0,nao_tem_smell,0,TN,0,2017
4864235,class,blob,0,nao_tem_smell,0,TN,0,2018
4864235,class,data-class,0,nao_tem_smell,0,TN,0,2019
4864530,class,blob,0,nao_tem_smell,0,TN,0,2020
4864530,class,data-class,0,nao_tem_smell,0,TN,0,2021
4865255,function,feature-envy,0,nao_tem_smell,0,TN,0,2022
4865255,function,long-method,0,nao_tem_smell,0,TN,0,2023
4865706,class,blob,0,nao_tem_smell,0,TN,0,2024
4865706,class,data-class,0,nao_tem_smell,0,TN,0,2025
4865733,class,blob,0,nao_tem_smell,0,TN,0,2026
4865733,class,data-class,0,nao_tem_smell,1,FP,1,2027
4866077,function,feature-envy,0,nao_tem_smell,0,TN,0,2028
4866077,function,long-method,0,nao_tem_smell,0,TN,0,2029
4869703,class,blob,0,nao_tem_smell,0,TN,0,2030
4869703,class,data-class,0,nao_tem_smell,0,TN,0,2031
4871882,class,blob,0,nao_tem_smell,0,TN,0,2032
4871882,class,data-class,0,nao_tem_smell,0,TN,0,2033
4874140,function,feature-envy,0,nao_tem_smell,1,FP,1,2034
4874140,function,long-method,1,tem_smell,0,FN,0,2035
4875170,class,blob,1,tem_smell,0,FN,0,2036
4875170,class,data-class,0,nao_tem_smell,0,TN,0,2037
4875906,function,feature-envy,0,nao_tem_smell,0,TN,0,2038
4875906,function,long-method,0,nao_tem_smell,0,TN,0,2039
4882061,class,blob,0,nao_tem_smell,0,TN,0,2040
4882061,class,data-class,0,nao_tem_smell,0,TN,0,2041
4886061,function,feature-envy,0,nao_tem_smell,0,TN,0,2042
4886061,function,long-method,0,nao_tem_smell,0,TN,0,2043
4887547,function,feature-envy,0,nao_tem_smell,0,TN,0,2044
4887547,function,long-method,0,nao_tem_smell,0,TN,0,2045
4896610,function,feature-envy,0,nao_tem_smell,0,TN,0,2046
4896610,function,long-method,0,nao_tem_smell,0,TN,0,2047
4897642,function,feature-envy,0,nao_tem_smell,0,TN,0,2048
4897642,function,long-method,0,nao_tem_smell,0,TN,0,2049
4900050,function,feature-envy,0,nao_tem_smell,0,TN,0,2050
4900050,function,long-method,0,nao_tem_smell,0,TN,0,2051
4901677,function,feature-envy,0,nao_tem_smell,0,TN,0,2052
4901677,function,long-method,0,nao_tem_smell,0,TN,0,2053
4901849,function,feature-envy,0,nao_tem_smell,0,TN,0,2054
4901849,function,long-method,0,nao_tem_smell,0,TN,0,2055
4901851,function,feature-envy,0,nao_tem_smell,0,TN,0,2056
4901851,function,long-method,0,nao_tem_smell,0,TN,0,2057
4906096,function,feature-envy,0,nao_tem_smell,0,TN,0,2058
4906096,function,long-method,0,nao_tem_smell,0,TN,0,2059
4906479,function,feature-envy,0,nao_tem_smell,0,TN,0,2060
4906479,function,long-method,0,nao_tem_smell,0,TN,0,2061
4909319,function,feature-envy,0,nao_tem_smell,0,TN,0,2062
4909319,function,long-method,0,nao_tem_smell,0,TN,0,2063
4909332,function,feature-envy,0,nao_tem_smell,0,TN,0,2064
4909332,function,long-method,0,nao_tem_smell,0,TN,0,2065
4910241,function,feature-envy,0,nao_tem_smell,0,TN,0,2066
4910241,function,long-method,0,nao_tem_smell,0,TN,0,2067
4911266,function,feature-envy,0,nao_tem_smell,0,TN,0,2068
4911266,function,long-method,0,nao_tem_smell,0,TN,0,2069
4913801,class,blob,0,nao_tem_smell,0,TN,0,2070
4913801,class,data-class,0,nao_tem_smell,0,TN,0,2071
4916648,class,blob,0,nao_tem_smell,0,TN,0,2072
4916648,class,data-class,0,nao_tem_smell,0,TN,0,2073
4917464,function,feature-envy,0,nao_tem_smell,0,TN,0,2074
4917464,function,long-method,0,nao_tem_smell,0,TN,0,2075
4918125,function,feature-envy,0,nao_tem_smell,0,TN,0,2076
4918125,function,long-method,0,nao_tem_smell,0,TN,0,2077
4919453,function,feature-envy,0,nao_tem_smell,0,TN,0,2078
4919453,function,long-method,0,nao_tem_smell,0,TN,0,2079
4919602,function,feature-envy,0,nao_tem_smell,1,FP,1,2080
4919602,function,long-method,1,tem_smell,0,FN,0,2081
4923223,class,blob,0,nao_tem_smell,0,TN,0,2082
4923223,class,data-class,0,nao_tem_smell,0,TN,0,2083
4924493,function,feature-envy,0,nao_tem_smell,0,TN,0,2084
4924493,function,long-method,0,nao_tem_smell,0,TN,0,2085
4925720,class,blob,0,nao_tem_smell,0,TN,0,2086
4925720,class,data-class,0,nao_tem_smell,0,TN,0,2087
4927730,function,feature-envy,0,nao_tem_smell,0,TN,0,2088
4927730,function,long-method,0,nao_tem_smell,0,TN,0,2089
4928696,class,blob,0,nao_tem_smell,0,TN,0,2090
4928696,class,data-class,0,nao_tem_smell,0,TN,0,2091
4928800,class,blob,0,nao_tem_smell,0,TN,0,2092
4928800,class,data-class,0,nao_tem_smell,0,TN,0,2093
4930104,function,feature-envy,0,nao_tem_smell,0,TN,0,2094
4930104,function,long-method,0,nao_tem_smell,0,TN,0,2095
4932611,function,feature-envy,0,nao_tem_smell,0,TN,0,2096
4932611,function,long-method,0,nao_tem_smell,0,TN,0,2097
4932887,function,feature-envy,0,nao_tem_smell,0,TN,0,2098
4932887,function,long-method,1,tem_smell,0,FN,0,2099
4933194,function,feature-envy,0,nao_tem_smell,0,TN,0,2100
4933194,function,long-method,0,nao_tem_smell,0,TN,0,2101
4933806,class,blob,0,nao_tem_smell,0,TN,0,2102
4933806,class,data-class,0,nao_tem_smell,0,TN,0,2103
4933953,function,feature-envy,1,tem_smell,0,FN,0,2104
4933953,function,long-method,1,tem_smell,1,TP,1,2105
4933991,class,blob,0,nao_tem_smell,0,TN,0,2106
4933991,class,data-class,0,nao_tem_smell,0,TN,0,2107
4933994,class,blob,0,nao_tem_smell,0,TN,0,2108
4933994,class,data-class,0,nao_tem_smell,0,TN,0,2109
4935573,class,blob,0,nao_tem_smell,0,TN,0,2110
4935573,class,data-class,0,nao_tem_smell,0,TN,0,2111
4936150,class,blob,0,nao_tem_smell,0,TN,0,2112
4936150,class,data-class,0,nao_tem_smell,0,TN,0,2113
4936795,class,blob,0,nao_tem_smell,0,TN,0,2114
4936795,class,data-class,0,nao_tem_smell,0,TN,0,2115
4937510,class,blob,0,nao_tem_smell,0,TN,0,2116
4937510,class,data-class,0,nao_tem_smell,0,TN,0,2117
4938858,class,blob,0,nao_tem_smell,0,TN,0,2118
4938858,class,data-class,0,nao_tem_smell,0,TN,0,2119
4944991,function,feature-envy,0,nao_tem_smell,0,TN,0,2120
4944991,function,long-method,0,nao_tem_smell,0,TN,0,2121
4948454,class,blob,0,nao_tem_smell,0,TN,0,2122
4948454,class,data-class,0,nao_tem_smell,0,TN,0,2123
4950142,function,feature-envy,0,nao_tem_smell,0,TN,0,2124
4950142,function,long-method,0,nao_tem_smell,0,TN,0,2125
4951775,class,blob,0,nao_tem_smell,0,TN,0,2126
4951775,class,data-class,0,nao_tem_smell,0,TN,0,2127
4953209,function,feature-envy,0,nao_tem_smell,0,TN,0,2128
4953209,function,long-method,0,nao_tem_smell,0,TN,0,2129
4955613,class,blob,0,nao_tem_smell,0,TN,0,2130
4955613,class,data-class,0,nao_tem_smell,0,TN,0,2131
4956199,class,blob,0,nao_tem_smell,0,TN,0,2132
4956199,class,data-class,0,nao_tem_smell,0,TN,0,2133
4959879,function,feature-envy,1,tem_smell,0,FN,0,2134
4959879,function,long-method,0,nao_tem_smell,0,TN,0,2135
4960036,function,feature-envy,0,nao_tem_smell,0,TN,0,2136
4960036,function,long-method,0,nao_tem_smell,0,TN,0,2137
4960276,class,blob,0,nao_tem_smell,0,TN,0,2138
4960276,class,data-class,0,nao_tem_smell,0,TN,0,2139
4960684,class,blob,0,nao_tem_smell,0,TN,0,2140
4960684,class,data-class,0,nao_tem_smell,0,TN,0,2141
4960946,function,feature-envy,0,nao_tem_smell,0,TN,0,2142
4960946,function,long-method,0,nao_tem_smell,0,TN,0,2143
4965107,class,blob,0,nao_tem_smell,0,TN,0,2144
4965107,class,data-class,0,nao_tem_smell,0,TN,0,2145
4967183,class,blob,0,nao_tem_smell,0,TN,0,2146
4967183,class,data-class,0,nao_tem_smell,0,TN,0,2147
4967591,class,blob,0,nao_tem_smell,0,TN,0,2148
4967591,class,data-class,0,nao_tem_smell,0,TN,0,2149
4969128,class,blob,0,nao_tem_smell,0,TN,0,2150
4969128,class,data-class,0,nao_tem_smell,0,TN,0,2151
4969461,function,feature-envy,0,nao_tem_smell,0,TN,0,2152
4969461,function,long-method,0,nao_tem_smell,0,TN,0,2153
4972127,class,blob,0,nao_tem_smell,0,TN,0,2154
4972127,class,data-class,0,nao_tem_smell,0,TN,0,2155
4975591,class,blob,0,nao_tem_smell,0,TN,0,2156
4975591,class,data-class,1,tem_smell,0,FN,0,2157
4975742,function,feature-envy,0,nao_tem_smell,0,TN,0,2158
4975742,function,long-method,0,nao_tem_smell,0,TN,0,2159
4977189,class,blob,0,nao_tem_smell,0,TN,0,2160
4977189,class,data-class,0,nao_tem_smell,0,TN,0,2161
4977435,class,blob,0,nao_tem_smell,0,TN,0,2162
4977435,class,data-class,0,nao_tem_smell,0,TN,0,2163
4978959,class,blob,0,nao_tem_smell,0,TN,0,2164
4978959,class,data-class,0,nao_tem_smell,0,TN,0,2165
4979404,class,blob,0,nao_tem_smell,0,TN,0,2166
4980296,function,feature-envy,0,nao_tem_smell,0,TN,0,2168
4980296,function,long-method,0,nao_tem_smell,0,TN,0,2169
4982268,class,blob,0,nao_tem_smell,0,TN,0,2170
4982268,class,data-class,0,nao_tem_smell,0,TN,0,2171
4993120,class,blob,0,nao_tem_smell,0,TN,0,2172
4993120,class,data-class,0,nao_tem_smell,0,TN,0,2173
4993965,class,blob,0,nao_tem_smell,0,TN,0,2174
4993965,class,data-class,0,nao_tem_smell,0,TN,0,2175
4994693,class,blob,0,nao_tem_smell,0,TN,0,2176
4994693,class,data-class,0,nao_tem_smell,0,TN,0,2177
4995171,function,long-method,1,tem_smell,0,FN,0,2179
4995621,class,blob,0,nao_tem_smell,0,TN,0,2180
4995621,class,data-class,0,nao_tem_smell,0,TN,0,2181
4999218,class,blob,0,nao_tem_smell,0,TN,0,2182
4999218,class,data-class,0,nao_tem_smell,0,TN,0,2183
5000200,class,blob,0,nao_tem_smell,0,TN,0,2184
5000200,class,data-class,0,nao_tem_smell,0,TN,0,2185
5002069,class,blob,0,nao_tem_smell,0,TN,0,2186
5002069,class,data-class,0,nao_tem_smell,0,TN,0,2187
5004349,class,blob,0,nao_tem_smell,0,TN,0,2188
5004349,class,data-class,0,nao_tem_smell,0,TN,0,2189
5004854,function,feature-envy,0,nao_tem_smell,0,TN,0,2190
5004854,function,long-method,0,nao_tem_smell,0,TN,0,2191
5005330,function,feature-envy,0,nao_tem_smell,0,TN,0,2192
5005330,function,long-method,0,nao_tem_smell,0,TN,0,2193
5014423,function,feature-envy,0,nao_tem_smell,0,TN,0,2194
5014423,function,long-method,0,nao_tem_smell,0,TN,0,2195
5015205,class,blob,0,nao_tem_smell,0,TN,0,2196
5015205,class,data-class,0,nao_tem_smell,0,TN,0,2197
5016382,class,blob,0,nao_tem_smell,0,TN,0,2198
5016382,class,data-class,0,nao_tem_smell,1,FP,1,2199
5018622,class,blob,0,nao_tem_smell,0,TN,0,2200
5018622,class,data-class,0,nao_tem_smell,0,TN,0,2201
5019534,class,blob,0,nao_tem_smell,0,TN,0,2202
5019534,class,data-class,0,nao_tem_smell,0,TN,0,2203
5020389,function,feature-envy,0,nao_tem_smell,0,TN,0,2204
5020389,function,long-method,0,nao_tem_smell,0,TN,0,2205
5023689,function,feature-envy,0,nao_tem_smell,0,TN,0,2206
5023689,function,long-method,1,tem_smell,0,FN,0,2207
5025102,class,blob,0,nao_tem_smell,0,TN,0,2208
5025102,class,data-class,0,nao_tem_smell,0,TN,0,2209
5025413,function,feature-envy,0,nao_tem_smell,0,TN,0,2210
5025413,function,long-method,0,nao_tem_smell,0,TN,0,2211
5025893,function,feature-envy,0,nao_tem_smell,0,TN,0,2212
5025893,function,long-method,0,nao_tem_smell,0,TN,0,2213
5026271,class,blob,0,nao_tem_smell,0,TN,0,2214
5026271,class,data-class,0,nao_tem_smell,0,TN,0,2215
5027180,class,blob,0,nao_tem_smell,0,TN,0,2216
5027180,class,data-class,0,nao_tem_smell,0,TN,0,2217
5028034,class,blob,0,nao_tem_smell,0,TN,0,2218
5028034,class,data-class,0,nao_tem_smell,0,TN,0,2219
5028269,class,blob,0,nao_tem_smell,0,TN,0,2220
5028269,class,data-class,0,nao_tem_smell,0,TN,0,2221
5030132,class,blob,0,nao_tem_smell,0,TN,0,2222
5030132,class,data-class,0,nao_tem_smell,0,TN,0,2223
5033471,class,blob,1,tem_smell,1,TP,1,2224
5033471,class,data-class,0,nao_tem_smell,0,TN,0,2225
5037205,class,blob,0,nao_tem_smell,0,TN,0,2226
5037205,class,data-class,0,nao_tem_smell,0,TN,0,2227
5040675,function,feature-envy,0,nao_tem_smell,0,TN,0,2228
5040675,function,long-method,0,nao_tem_smell,0,TN,0,2229
5040765,class,blob,0,nao_tem_smell,0,TN,0,2230
5040765,class,data-class,1,tem_smell,0,FN,0,2231
5041287,function,feature-envy,0,nao_tem_smell,0,TN,0,2232
5041287,function,long-method,0,nao_tem_smell,0,TN,0,2233
5041383,class,blob,0,nao_tem_smell,0,TN,0,2234
5041383,class,data-class,0,nao_tem_smell,0,TN,0,2235
5042781,class,blob,0,nao_tem_smell,0,TN,0,2236
5042781,class,data-class,0,nao_tem_smell,0,TN,0,2237
5045944,function,feature-envy,0,nao_tem_smell,0,TN,0,2238
5045944,function,long-method,0,nao_tem_smell,0,TN,0,2239
5048033,function,feature-envy,0,nao_tem_smell,0,TN,0,2240
5048033,function,long-method,0,nao_tem_smell,0,TN,0,2241
5049924,class,blob,1,tem_smell,0,FN,0,2242
5049924,class,data-class,0,nao_tem_smell,0,TN,0,2243
5052296,class,blob,0,nao_tem_smell,0,TN,0,2244
5052296,class,data-class,0,nao_tem_smell,1,FP,1,2245
5052657,class,blob,0,nao_tem_smell,0,TN,0,2246
5052657,class,data-class,0,nao_tem_smell,0,TN,0,2247
5055368,class,blob,0,nao_tem_smell,0,TN,0,2248
5055368,class,data-class,1,tem_smell,0,FN,0,2249
5057041,function,feature-envy,0,nao_tem_smell,0,TN,0,2250
5057041,function,long-method,0,nao_tem_smell,0,TN,0,2251
5058759,class,blob,0,nao_tem_smell,0,TN,0,2252
5058759,class,data-class,0,nao_tem_smell,0,TN,0,2253
5062548,class,blob,0,nao_tem_smell,0,TN,0,2254
5062548,class,data-class,0,nao_tem_smell,0,TN,0,2255
5066014,function,feature-envy,0,nao_tem_smell,0,TN,0,2256
5066014,function,long-method,0,nao_tem_smell,0,TN,0,2257
5068417,class,blob,0,nao_tem_smell,0,TN,0,2258
5068417,class,data-class,0,nao_tem_smell,0,TN,0,2259
5070999,function,feature-envy,0,nao_tem_smell,0,TN,0,2260
5070999,function,long-method,0,nao_tem_smell,0,TN,0,2261
5072938,class,blob,0,nao_tem_smell,0,TN,0,2262
5072938,class,data-class,0,nao_tem_smell,0,TN,0,2263
5073287,class,blob,0,nao_tem_smell,0,TN,0,2264
5073287,class,data-class,0,nao_tem_smell,0,TN,0,2265
5075026,function,feature-envy,0,nao_tem_smell,0,TN,0,2266
5075026,function,long-method,0,nao_tem_smell,0,TN,0,2267
5075417,class,blob,0,nao_tem_smell,0,TN,0,2268
5075417,class,data-class,0,nao_tem_smell,0,TN,0,2269
5088158,class,blob,0,nao_tem_smell,0,TN,0,2270
5088158,class,data-class,0,nao_tem_smell,0,TN,0,2271
5088331,class,blob,0,nao_tem_smell,0,TN,0,2272
5088331,class,data-class,0,nao_tem_smell,0,TN,0,2273
5091177,class,blob,0,nao_tem_smell,0,TN,0,2274
5091177,class,data-class,0,nao_tem_smell,0,TN,0,2275
5091269,function,feature-envy,0,nao_tem_smell,0,TN,0,2276
